"Date and Time Run 5","Time (s) Run 5","Force (N) Run 5","Position (m) Run 5","Velocity (m/s) Run 5","Acceleration (m/s²) Run 5","Speed (m/s) Run 5","Date and Time Run 6","Time (s) Run 6","Force (N) Run 6","Position (m) Run 6","Velocity (m/s) Run 6","Acceleration (m/s²) Run 6","Speed (m/s) Run 6","Date and Time Run 7","Time (s) Run 7","Force (N) Run 7","Position (m) Run 7","Velocity (m/s) Run 7","Acceleration (m/s²) Run 7","Speed (m/s) Run 7","Date and Time Run 8","Time (s) Run 8","Force (N) Run 8","Position (m) Run 8","Velocity (m/s) Run 8","Acceleration (m/s²) Run 8","Speed (m/s) Run 8"
01/09/2024 11:13:01 am,5.075,3.00,-0.1598,-0.039,-0.3,0.0388,01/09/2024 11:15:04 am,5.075,3.30,-0.1539,-0.067,0.0,0.0671,01/09/2024 11:15:57 am,5.075,3.47,-0.1790,-0.072,0.0,0.0719,01/09/2024 11:20:47 am,5.075,11.63,-0.2433,-0.074,-0.1,0.0736
01/09/2024 11:13:01 am,5.100,3.01,-0.1609,-0.046,-0.2,0.0461,01/09/2024 11:15:04 am,5.100,3.32,-0.1556,-0.066,-0.1,0.0663,01/09/2024 11:15:57 am,5.100,3.52,-0.1808,-0.073,0.0,0.0728,01/09/2024 11:20:47 am,5.100,11.71,-0.2452,-0.072,0.2,0.0719
01/09/2024 11:13:01 am,5.125,3.04,-0.1621,-0.052,-0.1,0.0517,01/09/2024 11:15:04 am,5.125,3.36,-0.1572,-0.068,-0.1,0.0679,01/09/2024 11:15:57 am,5.125,3.56,-0.1827,-0.071,0.1,0.0711,01/09/2024 11:20:47 am,5.125,11.76,-0.2471,-0.060,0.5,0.0598
01/09/2024 11:13:01 am,5.150,3.05,-0.1636,-0.053,0.0,0.0534,01/09/2024 11:15:04 am,5.150,3.40,-0.1589,-0.074,-0.2,0.0736,01/09/2024 11:15:57 am,5.150,3.58,-0.1844,-0.065,0.2,0.0655,01/09/2024 11:20:47 am,5.150,11.81,-0.2483,-0.043,0.6,0.0428
01/09/2024 11:13:01 am,5.175,3.09,-0.1649,-0.052,0.0,0.0517,01/09/2024 11:15:04 am,5.175,3.43,-0.1608,-0.082,-0.2,0.0816,01/09/2024 11:15:57 am,5.175,3.61,-0.1860,-0.059,0.2,0.0590,01/09/2024 11:20:47 am,5.175,11.83,-0.2491,-0.027,0.5,0.0267
01/09/2024 11:13:01 am,5.200,3.11,-0.1661,-0.050,0.0,0.0501,01/09/2024 11:15:04 am,5.200,3.49,-0.1630,-0.087,0.0,0.0865,01/09/2024 11:15:57 am,5.200,3.64,-0.1874,-0.056,0.1,0.0558,01/09/2024 11:20:47 am,5.200,11.83,-0.2497,-0.016,0.2,0.0162
01/09/2024 11:13:01 am,5.225,3.14,-0.1673,-0.050,0.0,0.0501,01/09/2024 11:15:04 am,5.225,3.53,-0.1653,-0.085,0.2,0.0849,01/09/2024 11:15:57 am,5.225,3.67,-0.1887,-0.055,0.0,0.0550,01/09/2024 11:20:47 am,5.225,11.84,-0.2498,-0.014,-0.2,0.0137
01/09/2024 11:13:01 am,5.250,3.16,-0.1687,-0.049,0.1,0.0493,01/09/2024 11:15:04 am,5.250,3.57,-0.1673,-0.076,0.4,0.0760,01/09/2024 11:15:57 am,5.250,3.70,-0.1901,-0.055,0.0,0.0550,01/09/2024 11:20:47 am,5.250,11.85,-0.2500,-0.023,-0.6,0.0226
01/09/2024 11:13:01 am,5.275,3.18,-0.1699,-0.047,0.1,0.0469,01/09/2024 11:15:04 am,5.275,3.58,-0.1692,-0.062,0.6,0.0622,01/09/2024 11:15:57 am,5.275,3.73,-0.1915,-0.053,0.1,0.0534,01/09/2024 11:20:47 am,5.275,11.87,-0.2508,-0.045,-0.7,0.0453
01/09/2024 11:13:01 am,5.300,3.20,-0.1710,-0.044,0.1,0.0437,01/09/2024 11:15:04 am,5.300,3.60,-0.1705,-0.046,0.6,0.0461,01/09/2024 11:15:57 am,5.300,3.76,-0.1928,-0.051,0.1,0.0509,01/09/2024 11:20:47 am,5.300,11.93,-0.2521,-0.070,-0.5,0.0695
01/09/2024 11:13:01 am,5.325,3.21,-0.1721,-0.041,0.1,0.0412,01/09/2024 11:15:04 am,5.325,3.61,-0.1715,-0.030,0.6,0.0299,01/09/2024 11:15:57 am,5.325,3.79,-0.1940,-0.048,0.1,0.0477,01/09/2024 11:20:47 am,5.325,12.02,-0.2545,-0.079,0.0,0.0792
01/09/2024 11:13:01 am,5.350,3.23,-0.1730,-0.040,0.0,0.0396,01/09/2024 11:15:04 am,5.350,3.63,-0.1719,-0.017,0.4,0.0170,01/09/2024 11:15:57 am,5.350,3.81,-0.1952,-0.044,0.1,0.0437,01/09/2024 11:20:47 am,5.350,12.09,-0.2567,-0.068,0.6,0.0679
01/09/2024 11:13:01 am,5.375,3.25,-0.1740,-0.039,0.0,0.0388,01/09/2024 11:15:04 am,5.375,3.63,-0.1722,-0.008,0.2,0.0081,01/09/2024 11:15:57 am,5.375,3.83,-0.1962,-0.040,0.1,0.0404,01/09/2024 11:20:47 am,5.375,12.14,-0.2580,-0.043,0.8,0.0428
01/09/2024 11:13:01 am,5.400,3.28,-0.1750,-0.039,0.0,0.0388,01/09/2024 11:15:04 am,5.400,3.64,-0.1723,-0.005,0.1,0.0049,01/09/2024 11:15:57 am,5.400,3.85,-0.1972,-0.040,0.0,0.0396,01/09/2024 11:20:47 am,5.400,12.16,-0.2588,-0.021,0.5,0.0210
01/09/2024 11:13:01 am,5.425,3.30,-0.1760,-0.038,0.0,0.0380,01/09/2024 11:15:04 am,5.425,3.64,-0.1723,-0.006,-0.1,0.0057,01/09/2024 11:15:57 am,5.425,3.86,-0.1981,-0.042,-0.1,0.0420,01/09/2024 11:20:47 am,5.425,12.16,-0.2589,-0.012,0.1,0.0121
01/09/2024 11:13:01 am,5.450,3.32,-0.1769,-0.036,0.1,0.0364,01/09/2024 11:15:04 am,5.450,3.65,-0.1726,-0.011,-0.2,0.0105,01/09/2024 11:15:57 am,5.450,3.89,-0.1992,-0.046,-0.2,0.0461,01/09/2024 11:20:47 am,5.450,12.15,-0.2590,-0.019,-0.4,0.0186
01/09/2024 11:13:01 am,5.475,3.34,-0.1778,-0.035,0.0,0.0348,01/09/2024 11:15:04 am,5.475,3.66,-0.1728,-0.018,-0.3,0.0178,01/09/2024 11:15:57 am,5.475,3.91,-0.2004,-0.051,-0.2,0.0509,01/09/2024 11:20:47 am,5.475,12.17,-0.2596,-0.036,-0.7,0.0356
01/09/2024 11:13:01 am,5.500,3.35,-0.1786,-0.034,0.0,0.0340,01/09/2024 11:15:04 am,5.500,3.67,-0.1734,-0.025,-0.3,0.0251,01/09/2024 11:15:57 am,5.500,3.93,-0.2018,-0.055,-0.1,0.0550,01/09/2024 11:20:47 am,5.500,12.23,-0.2608,-0.056,-0.8,0.0558
01/09/2024 11:13:01 am,5.525,3.37,-0.1795,-0.033,0.0,0.0331,01/09/2024 11:15:04 am,5.525,3.68,-0.1741,-0.032,-0.2,0.0315,01/09/2024 11:15:57 am,5.525,3.95,-0.2032,-0.058,-0.1,0.0582,01/09/2024 11:20:47 am,5.525,12.29,-0.2624,-0.076,-0.7,0.0760
01/09/2024 11:13:01 am,5.550,3.39,-0.1803,-0.032,0.0,0.0323,01/09/2024 11:15:04 am,5.550,3.70,-0.1750,-0.036,-0.2,0.0356,01/09/2024 11:15:57 am,5.550,3.97,-0.2047,-0.061,-0.1,0.0606,01/09/2024 11:20:47 am,5.550,12.38,-0.2646,-0.094,-0.5,0.0938
01/09/2024 11:13:01 am,5.575,3.40,-0.1810,-0.032,0.0,0.0315,01/09/2024 11:15:04 am,5.575,3.72,-0.1760,-0.039,-0.1,0.0388,01/09/2024 11:15:57 am,5.575,4.01,-0.2063,-0.062,0.0,0.0622,01/09/2024 11:20:47 am,5.575,12.47,-0.2673,-0.103,-0.3,0.1027
01/09/2024 11:13:01 am,5.600,3.43,-0.1819,-0.032,0.0,0.0315,01/09/2024 11:15:04 am,5.600,3.74,-0.1769,-0.040,0.0,0.0404,01/09/2024 11:15:57 am,5.600,4.05,-0.2078,-0.063,0.0,0.0631,01/09/2024 11:20:47 am,5.600,12.56,-0.2701,-0.104,-0.1,0.1043
01/09/2024 11:13:01 am,5.625,3.43,-0.1826,-0.033,0.0,0.0331,01/09/2024 11:15:04 am,5.625,3.76,-0.1780,-0.040,0.0,0.0404,01/09/2024 11:15:57 am,5.625,4.08,-0.2094,-0.061,0.1,0.0614,01/09/2024 11:20:47 am,5.625,12.66,-0.2724,-0.104,0.1,0.1043
01/09/2024 11:13:01 am,5.650,3.44,-0.1835,-0.034,0.0,0.0340,01/09/2024 11:15:04 am,5.650,3.78,-0.1790,-0.040,0.0,0.0396,01/09/2024 11:15:57 am,5.650,4.11,-0.2110,-0.057,0.2,0.0574,01/09/2024 11:20:47 am,5.650,12.75,-0.2751,-0.100,0.4,0.1002
01/09/2024 11:13:01 am,5.675,3.45,-0.1844,-0.033,0.1,0.0331,01/09/2024 11:15:04 am,5.675,3.79,-0.1800,-0.038,0.0,0.0380,01/09/2024 11:15:57 am,5.675,4.14,-0.2123,-0.052,0.2,0.0517,01/09/2024 11:20:47 am,5.675,12.82,-0.2778,-0.087,0.6,0.0865
01/09/2024 11:13:01 am,5.700,3.47,-0.1852,-0.030,0.1,0.0299,01/09/2024 11:15:04 am,5.700,3.82,-0.1809,-0.037,0.0,0.0372,01/09/2024 11:15:57 am,5.700,4.16,-0.2135,-0.046,0.2,0.0461,01/09/2024 11:20:47 am,5.700,12.88,-0.2796,-0.065,0.6,0.0655
01/09/2024 11:13:01 am,5.725,3.49,-0.1859,-0.026,0.1,0.0259,01/09/2024 11:15:04 am,5.725,3.84,-0.1818,-0.037,0.0,0.0372,01/09/2024 11:15:57 am,5.725,4.18,-0.2146,-0.042,0.2,0.0420,01/09/2024 11:20:47 am,5.725,12.91,-0.2808,-0.051,0.3,0.0509
01/09/2024 11:13:01 am,5.750,3.50,-0.1865,-0.023,0.0,0.0234,01/09/2024 11:15:04 am,5.750,3.86,-0.1827,-0.039,-0.1,0.0388,01/09/2024 11:15:57 am,5.750,4.20,-0.2156,-0.038,0.2,0.0380,01/09/2024 11:20:47 am,5.750,12.95,-0.2819,-0.049,0.0,0.0493
01/09/2024 11:13:01 am,5.775,3.52,-0.1870,-0.024,-0.1,0.0243,01/09/2024 11:15:04 am,5.775,3.87,-0.1837,-0.041,0.0,0.0412,01/09/2024 11:15:57 am,5.775,4.22,-0.2166,-0.034,0.1,0.0340,01/09/2024 11:20:47 am,5.775,12.99,-0.2831,-0.056,-0.1,0.0558
01/09/2024 11:13:01 am,5.800,3.53,-0.1876,-0.029,-0.2,0.0291,01/09/2024 11:15:04 am,5.800,3.89,-0.1848,-0.042,0.1,0.0420,01/09/2024 11:15:57 am,5.800,4.24,-0.2173,-0.031,0.1,0.0307,01/09/2024 11:20:47 am,5.800,13.04,-0.2847,-0.060,0.0,0.0598
01/09/2024 11:13:01 am,5.825,3.54,-0.1884,-0.036,-0.2,0.0356,01/09/2024 11:15:04 am,5.825,3.90,-0.1859,-0.039,0.2,0.0388,01/09/2024 11:15:57 am,5.825,4.25,-0.2180,-0.030,0.0,0.0299,01/09/2024 11:20:47 am,5.825,13.09,-0.2864,-0.057,0.2,0.0574
01/09/2024 11:13:01 am,5.850,3.55,-0.1894,-0.040,-0.1,0.0396,01/09/2024 11:15:04 am,5.850,3.91,-0.1869,-0.031,0.4,0.0307,01/09/2024 11:15:57 am,5.850,4.26,-0.2188,-0.032,-0.1,0.0323,01/09/2024 11:20:47 am,5.850,13.14,-0.2876,-0.050,0.3,0.0501
01/09/2024 11:13:01 am,5.875,3.57,-0.1905,-0.040,0.0,0.0404,01/09/2024 11:15:04 am,5.875,3.93,-0.1875,-0.019,0.4,0.0194,01/09/2024 11:15:57 am,5.875,4.28,-0.2196,-0.036,-0.1,0.0356,01/09/2024 11:20:47 am,5.875,13.18,-0.2888,-0.041,0.3,0.0412
01/09/2024 11:13:01 am,5.900,3.59,-0.1915,-0.040,0.0,0.0404,01/09/2024 11:15:04 am,5.900,3.94,-0.1878,-0.008,0.3,0.0081,01/09/2024 11:15:57 am,5.900,4.31,-0.2206,-0.039,-0.1,0.0388,01/09/2024 11:20:47 am,5.900,13.19,-0.2898,-0.032,0.2,0.0323
01/09/2024 11:13:01 am,5.925,3.61,-0.1924,-0.041,-0.1,0.0412,01/09/2024 11:15:04 am,5.925,3.94,-0.1878,-0.002,0.1,0.0024,01/09/2024 11:15:57 am,5.925,4.32,-0.2215,-0.040,-0.1,0.0404,01/09/2024 11:20:47 am,5.925,13.21,-0.2904,-0.028,-0.1,0.0283
01/09/2024 11:13:01 am,5.950,3.63,-0.1935,-0.044,-0.1,0.0437,01/09/2024 11:15:04 am,5.950,3.95,-0.1877,-0.005,-0.2,0.0049,01/09/2024 11:15:57 am,5.950,4.34,-0.2226,-0.042,-0.1,0.0420,01/09/2024 11:20:47 am,5.950,13.24,-0.2909,-0.035,-0.3,0.0348
01/09/2024 11:13:01 am,5.975,3.65,-0.1946,-0.046,-0.1,0.0461,01/09/2024 11:15:04 am,5.975,3.95,-0.1880,-0.013,-0.3,0.0129,01/09/2024 11:15:57 am,5.975,4.37,-0.2236,-0.044,-0.1,0.0445,01/09/2024 11:20:47 am,5.975,13.26,-0.2920,-0.047,-0.3,0.0469
01/09/2024 11:13:02 am,6.000,3.67,-0.1958,-0.048,-5.6E-15,0.0477,01/09/2024 11:15:05 am,6.000,3.96,-0.1884,-0.021,-0.3,0.0210,01/09/2024 11:15:58 am,6.000,4.39,-0.2248,-0.048,-0.1,0.0477,01/09/2024 11:20:48 am,6.000,13.32,-0.2935,-0.055,-0.2,0.0550
01/09/2024 11:13:02 am,6.025,3.69,-0.1971,-0.047,0.1,0.0469,01/09/2024 11:15:05 am,6.025,3.97,-0.1890,-0.027,-0.2,0.0275,01/09/2024 11:15:58 am,6.025,4.41,-0.2260,-0.050,-0.1,0.0501,01/09/2024 11:20:48 am,6.025,13.37,-0.2949,-0.055,0.0,0.0550
01/09/2024 11:13:02 am,6.050,3.72,-0.1983,-0.043,0.2,0.0428,01/09/2024 11:15:05 am,6.050,3.98,-0.1898,-0.032,-0.1,0.0323,01/09/2024 11:15:58 am,6.050,4.44,-0.2274,-0.052,-0.1,0.0517,01/09/2024 11:20:48 am,6.050,13.41,-0.2962,-0.052,0.0,0.0517
01/09/2024 11:13:02 am,6.075,3.74,-0.1992,-0.037,0.2,0.0372,01/09/2024 11:15:05 am,6.075,4.00,-0.1907,-0.035,-0.1,0.0348,01/09/2024 11:15:58 am,6.075,4.46,-0.2286,-0.053,0.0,0.0534,01/09/2024 11:20:48 am,6.075,13.46,-0.2975,-0.053,-0.1,0.0525
01/09/2024 11:13:02 am,6.100,3.75,-0.2001,-0.031,0.2,0.0307,01/09/2024 11:15:05 am,6.100,4.02,-0.1916,-0.035,0.0,0.0348,01/09/2024 11:15:58 am,6.100,4.48,-0.2300,-0.054,0.0,0.0542,01/09/2024 11:20:48 am,6.100,13.50,-0.2987,-0.059,-0.2,0.0590
01/09/2024 11:13:02 am,6.125,3.77,-0.2008,-0.024,0.2,0.0243,01/09/2024 11:15:05 am,6.125,4.04,-0.1924,-0.033,0.1,0.0331,01/09/2024 11:15:58 am,6.125,4.51,-0.2314,-0.053,0.1,0.0525,01/09/2024 11:20:48 am,6.125,13.56,-0.3004,-0.065,0.0,0.0655
01/09/2024 11:13:02 am,6.150,3.79,-0.2013,-0.019,0.2,0.0186,01/09/2024 11:15:05 am,6.150,4.06,-0.1933,-0.032,0.1,0.0315,01/09/2024 11:15:58 am,6.150,4.53,-0.2327,-0.049,0.1,0.0485,01/09/2024 11:20:48 am,6.150,13.62,-0.3022,-0.065,0.2,0.0647
01/09/2024 11:13:02 am,6.175,3.79,-0.2017,-0.015,0.1,0.0146,01/09/2024 11:15:05 am,6.175,4.06,-0.1940,-0.027,0.2,0.0275,01/09/2024 11:15:58 am,6.175,4.55,-0.2338,-0.044,0.1,0.0445,01/09/2024 11:20:48 am,6.175,13.66,-0.3038,-0.054,0.4,0.0542
01/09/2024 11:13:02 am,6.200,3.79,-0.2020,-0.014,0.0,0.0137,01/09/2024 11:15:05 am,6.200,4.08,-0.1947,-0.020,0.3,0.0202,01/09/2024 11:15:58 am,6.200,4.58,-0.2349,-0.041,0.1,0.0412,01/09/2024 11:20:48 am,6.200,13.69,-0.3050,-0.040,0.4,0.0404
01/09/2024 11:13:02 am,6.225,3.81,-0.2023,-0.016,-0.1,0.0162,01/09/2024 11:15:05 am,6.225,4.08,-0.1951,-0.012,0.2,0.0121,01/09/2024 11:15:58 am,6.225,4.60,-0.2359,-0.040,0.0,0.0396,01/09/2024 11:20:48 am,6.225,13.70,-0.3057,-0.030,0.4,0.0299
01/09/2024 11:13:02 am,6.250,3.82,-0.2028,-0.021,-0.2,0.0210,01/09/2024 11:15:05 am,6.250,4.09,-0.1952,-0.006,0.2,0.0065,01/09/2024 11:15:58 am,6.250,4.62,-0.2368,-0.040,-0.1,0.0404,01/09/2024 11:20:48 am,6.250,13.72,-0.3063,-0.023,0.3,0.0234
01/09/2024 11:13:02 am,6.275,3.82,-0.2034,-0.025,-0.1,0.0251,01/09/2024 11:15:05 am,6.275,4.08,-0.1954,-0.004,0.1,0.0040,01/09/2024 11:15:58 am,6.275,4.64,-0.2378,-0.044,-0.1,0.0437,01/09/2024 11:20:48 am,6.275,13.73,-0.3069,-0.017,0.3,0.0170
01/09/2024 11:13:02 am,6.300,3.83,-0.2041,-0.027,-0.1,0.0275,01/09/2024 11:15:05 am,6.300,4.08,-0.1955,-0.002,0.1,0.0016,01/09/2024 11:15:58 am,6.300,4.67,-0.2390,-0.045,3.6E-15,0.0453,01/09/2024 11:20:48 am,6.300,13.72,-0.3073,-0.007,0.3,0.0073
01/09/2024 11:13:02 am,6.325,3.85,-0.2047,-0.028,0.0,0.0283,01/09/2024 11:15:05 am,6.325,4.10,-0.1955,8.084E-4,0.1,8.0842E-4,01/09/2024 11:15:58 am,6.325,4.68,-0.2402,-0.044,0.0,0.0437,01/09/2024 11:20:48 am,6.325,13.70,-0.3073,0.002,0.2,0.0024
01/09/2024 11:13:02 am,6.350,3.85,-0.2055,-0.026,0.1,0.0259,01/09/2024 11:15:05 am,6.350,4.10,-0.1954,0.002,0.0,0.0016,01/09/2024 11:15:58 am,6.350,4.70,-0.2412,-0.040,0.0,0.0404,01/09/2024 11:20:48 am,6.350,13.68,-0.3070,0.006,0.0,0.0065
01/09/2024 11:13:02 am,6.375,3.87,-0.2061,-0.021,0.1,0.0210,01/09/2024 11:15:05 am,6.375,4.11,-0.1954,8.084E-4,0.0,8.0842E-4,01/09/2024 11:15:58 am,6.375,4.73,-0.2422,-0.041,-0.1,0.0412,01/09/2024 11:20:48 am,6.375,13.66,-0.3068,0.004,-0.1,0.0040
01/09/2024 11:13:02 am,6.400,3.88,-0.2065,-0.017,0.1,0.0170,01/09/2024 11:15:05 am,6.400,4.10,-0.1954,0.000,0.0,0.0000,01/09/2024 11:15:58 am,6.400,4.75,-0.2431,-0.047,-0.2,0.0469,01/09/2024 11:20:48 am,6.400,13.65,-0.3068,-0.002,-0.2,0.0016
01/09/2024 11:13:02 am,6.425,3.88,-0.2069,-0.016,0.0,0.0162,01/09/2024 11:15:05 am,6.425,4.11,-0.1954,0.002,0.1,0.0016,01/09/2024 11:15:58 am,6.425,4.77,-0.2445,-0.053,-0.1,0.0534,01/09/2024 11:20:48 am,6.425,13.65,-0.3069,-0.009,-0.3,0.0089
01/09/2024 11:13:02 am,6.450,3.89,-0.2074,-0.016,0.0,0.0162,01/09/2024 11:15:05 am,6.450,4.11,-0.1954,0.005,0.1,0.0049,01/09/2024 11:15:58 am,6.450,4.79,-0.2459,-0.056,0.0,0.0558,01/09/2024 11:20:48 am,6.450,13.67,-0.3072,-0.016,-0.2,0.0162
01/09/2024 11:13:02 am,6.475,3.90,-0.2077,-0.016,0.0,0.0162,01/09/2024 11:15:05 am,6.475,4.10,-0.1951,0.007,0.0,0.0073,01/09/2024 11:15:58 am,6.475,4.82,-0.2474,-0.053,0.2,0.0525,01/09/2024 11:20:48 am,6.475,13.68,-0.3078,-0.021,-0.2,0.0210
01/09/2024 11:13:02 am,6.500,3.90,-0.2081,-0.015,0.0,0.0154,01/09/2024 11:15:05 am,6.500,4.10,-0.1949,0.007,0.0,0.0073,01/09/2024 11:15:58 am,6.500,4.83,-0.2486,-0.044,0.4,0.0445,01/09/2024 11:20:48 am,6.500,13.71,-0.3084,-0.025,-0.3,0.0251
01/09/2024 11:13:02 am,6.525,3.90,-0.2086,-0.015,0.0,0.0146,01/09/2024 11:15:05 am,6.525,4.11,-0.1947,0.006,0.0,0.0057,01/09/2024 11:15:58 am,6.525,4.84,-0.2497,-0.032,0.4,0.0323,01/09/2024 11:20:48 am,6.525,13.74,-0.3089,-0.036,-0.3,0.0356
01/09/2024 11:13:02 am,6.550,3.90,-0.2088,-0.015,-0.1,0.0154,01/09/2024 11:15:05 am,6.550,4.11,-0.1946,0.005,0.0,0.0049,01/09/2024 11:15:58 am,6.550,4.86,-0.2503,-0.020,0.3,0.0202,01/09/2024 11:20:48 am,6.550,13.79,-0.3098,-0.048,0.0,0.0477
01/09/2024 11:13:02 am,6.575,3.92,-0.2092,-0.019,-0.2,0.0194,01/09/2024 11:15:05 am,6.575,4.12,-0.1945,0.005,0.0,0.0049,01/09/2024 11:15:58 am,6.575,4.87,-0.2505,-0.014,0.1,0.0137,01/09/2024 11:20:48 am,6.575,13.83,-0.3116,-0.041,0.6,0.0412
01/09/2024 11:13:02 am,6.600,3.93,-0.2098,-0.025,-0.1,0.0251,01/09/2024 11:15:05 am,6.600,4.12,-0.1944,0.005,0.0,0.0049,01/09/2024 11:15:58 am,6.600,4.88,-0.2508,-0.015,0.0,0.0154,01/09/2024 11:20:48 am,6.600,13.85,-0.3127,-0.012,0.8,0.0121
01/09/2024 11:13:02 am,6.625,3.95,-0.2105,-0.028,-0.1,0.0283,01/09/2024 11:15:05 am,6.625,4.12,-0.1943,0.005,0.0,0.0049,01/09/2024 11:15:58 am,6.625,4.88,-0.2513,-0.019,-0.1,0.0186,01/09/2024 11:20:48 am,6.625,13.82,-0.3121,0.016,0.5,0.0162
01/09/2024 11:13:02 am,6.650,3.96,-0.2112,-0.028,0.0,0.0283,01/09/2024 11:15:05 am,6.650,4.12,-0.1941,0.004,0.0,0.0040,01/09/2024 11:15:58 am,6.650,4.89,-0.2519,-0.019,0.0,0.0194,01/09/2024 11:20:48 am,6.650,13.78,-0.3112,0.020,-0.1,0.0202
01/09/2024 11:13:02 am,6.675,3.97,-0.2120,-0.026,0.1,0.0259,01/09/2024 11:15:05 am,6.675,4.13,-0.1940,0.002,-0.1,0.0024,01/09/2024 11:15:58 am,6.675,4.90,-0.2522,-0.019,0.0,0.0186,01/09/2024 11:20:48 am,6.675,13.75,-0.3108,0.005,-0.5,0.0049
01/09/2024 11:13:02 am,6.700,3.97,-0.2126,-0.023,0.1,0.0226,01/09/2024 11:15:05 am,6.700,4.14,-0.1940,8.084E-4,-0.1,8.0842E-4,01/09/2024 11:15:58 am,6.700,4.91,-0.2527,-0.019,0.0,0.0194,01/09/2024 11:20:48 am,6.700,13.71,-0.3110,-0.012,-0.5,0.0121
01/09/2024 11:13:02 am,6.725,3.99,-0.2131,-0.019,0.1,0.0194,01/09/2024 11:15:05 am,6.725,4.15,-0.1940,-0.002,-0.1,0.0016,01/09/2024 11:15:58 am,6.725,4.90,-0.2532,-0.022,-0.1,0.0218,01/09/2024 11:20:48 am,6.725,13.67,-0.3115,-0.022,-0.2,0.0218
01/09/2024 11:13:02 am,6.750,3.98,-0.2135,-0.018,0.0,0.0178,01/09/2024 11:15:05 am,6.750,4.16,-0.1940,-0.006,-0.2,0.0065,01/09/2024 11:15:58 am,6.750,4.93,-0.2538,-0.023,-0.1,0.0234,01/09/2024 11:20:48 am,6.750,13.63,-0.3123,-0.022,0.1,0.0218
01/09/2024 11:13:02 am,6.775,4.00,-0.2139,-0.017,0.0,0.0170,01/09/2024 11:15:05 am,6.775,4.16,-0.1943,-0.012,-0.1,0.0121,01/09/2024 11:15:58 am,6.775,4.93,-0.2544,-0.025,0.0,0.0251,01/09/2024 11:20:48 am,6.775,13.58,-0.3129,-0.015,0.2,0.0154
01/09/2024 11:13:02 am,6.800,4.01,-0.2144,-0.018,-0.1,0.0178,01/09/2024 11:15:05 am,6.800,4.17,-0.1947,-0.015,0.0,0.0154,01/09/2024 11:15:58 am,6.800,4.95,-0.2550,-0.026,0.0,0.0259,01/09/2024 11:20:48 am,6.800,13.49,-0.3130,-0.009,0.1,0.0089
01/09/2024 11:13:02 am,6.825,4.02,-0.2148,-0.022,-0.2,0.0218,01/09/2024 11:15:05 am,6.825,4.18,-0.1951,-0.015,0.1,0.0146,01/09/2024 11:15:58 am,6.825,4.96,-0.2557,-0.026,0.0,0.0259,01/09/2024 11:20:48 am,6.825,13.42,-0.3131,-0.009,-0.1,0.0089
01/09/2024 11:13:02 am,6.850,4.04,-0.2154,-0.027,-0.2,0.0275,01/09/2024 11:15:05 am,6.850,4.20,-0.1955,-0.011,0.1,0.0113,01/09/2024 11:15:58 am,6.850,4.98,-0.2563,-0.026,0.0,0.0259,01/09/2024 11:20:48 am,6.850,13.42,-0.3133,-0.015,-0.2,0.0146
01/09/2024 11:13:02 am,6.875,4.04,-0.2162,-0.032,-0.1,0.0323,01/09/2024 11:15:05 am,6.875,4.20,-0.1957,-0.007,0.1,0.0073,01/09/2024 11:15:58 am,6.875,4.99,-0.2570,-0.026,0.1,0.0259,01/09/2024 11:20:48 am,6.875,13.45,-0.3138,-0.022,-0.3,0.0218
01/09/2024 11:13:02 am,6.900,4.06,-0.2171,-0.034,0.0,0.0340,01/09/2024 11:15:05 am,6.900,4.20,-0.1958,-0.004,0.1,0.0040,01/09/2024 11:15:58 am,6.900,5.00,-0.2577,-0.024,0.1,0.0243,01/09/2024 11:20:48 am,6.900,13.48,-0.3144,-0.031,-0.3,0.0307
01/09/2024 11:13:02 am,6.925,4.08,-0.2179,-0.032,0.1,0.0323,01/09/2024 11:15:05 am,6.925,4.20,-0.1958,-0.004,0.0,0.0040,01/09/2024 11:15:58 am,6.925,5.01,-0.2583,-0.019,0.2,0.0194,01/09/2024 11:20:48 am,6.925,13.52,-0.3153,-0.038,-0.1,0.0380
01/09/2024 11:13:02 am,6.950,4.09,-0.2188,-0.029,0.1,0.0291,01/09/2024 11:15:05 am,6.950,4.21,-0.1960,-0.006,-0.1,0.0065,01/09/2024 11:15:58 am,6.950,5.02,-0.2587,-0.014,0.2,0.0137,01/09/2024 11:20:48 am,6.950,13.58,-0.3165,-0.039,0.2,0.0388
01/09/2024 11:13:02 am,6.975,4.11,-0.2194,-0.025,0.2,0.0251,01/09/2024 11:15:05 am,6.975,4.22,-0.1962,-0.010,-0.1,0.0097,01/09/2024 11:15:58 am,6.975,5.03,-0.2589,-0.010,0.1,0.0097,01/09/2024 11:20:48 am,6.975,13.63,-0.3175,-0.029,0.4,0.0291
01/09/2024 11:13:03 am,7.000,4.12,-0.2200,-0.021,0.1,0.0210,01/09/2024 11:15:06 am,7.000,4.22,-0.1964,-0.013,-0.1,0.0129,01/09/2024 11:15:59 am,7.000,5.03,-0.2591,-0.008,0.0,0.0081,01/09/2024 11:20:49 am,7.000,13.67,-0.3181,-0.013,0.5,0.0129
